group,dominant_topic,topic_label,topic_prob,sentiment,polarity,subjectivity
talk.politics.misc,Topic 2,taken home home,0.32,Positive,0.26,0.6
sci.space.astronomy,Topic 9,space earth,0.425,Positive,0.142,0.442
politics.mideast.israel,Topic 13,let put,0.318,Neutral,0.022,0.183
politics.mideast.israel,Topic 10,key government,0.331,Negative,-0.139,0.422
religion.christian.church,Topic 14,god christian,0.308,Neutral,0.018,0.58
comp.graphics.hardware,Topic 16,file image,0.406,Positive,0.229,0.301
rec.motorcycles,Topic 20,mile a car,0.139,Positive,0.163,0.465
comp.hardware.cpu,Topic 12,computer system,0.611,Positive,0.2,0.2
rec.autos.buying,Topic 28,patient drug,0.311,Positive,0.083,0.585
sci.space.nasa,Topic 9,space earth,0.342,Positive,0.164,0.508
misc.forsale,Topic 11,sale new,0.33,Positive,0.125,0.312
comp.sys.mac.hardware,Topic 12,computer system,0.403,Negative,-0.112,0.562
rec.sport.baseball,Topic 13,let put,0.357,Negative,-0.067,0.567
comp.windows.x,Topic 16,file image,0.448,Positive,0.104,0.1
talk.politics.misc,Topic 25,homosexual homosexuality,0.204,Positive,0.062,0.476
politics.mideast.arab,Topic 13,let put,0.254,Positive,0.154,0.581
talk.politics.misc,Topic 13,let put,0.341,Positive,0.104,0.448
religion.christian.church,Topic 14,god christian,0.498,Neutral,0.033,0.435
sport.hockey.nhl,Topic 13,let put,0.203,Neutral,0.0,0.0
politics.mideast.israel,Topic 13,let put,0.363,Negative,-0.108,0.183
politics.guns.rights,Topic 30,president of the united states,0.197,Neutral,-0.004,0.308
politics.guns.control,Topic 13,let put,0.471,Negative,-0.063,0.429
politics.guns.rights,Topic 13,let put,0.534,Neutral,0.013,0.688
politics.guns.control,Topic 30,president of the united states,0.503,Positive,0.2,0.346
rec.autos.buying,Topic 4,state law gun,0.271,Negative,-0.096,0.519
sport.hockey.nhl,Topic 26,football player vs. football team,0.411,Positive,0.08,0.608
politics.mideast.israel,Topic 7,israel jew,0.446,Neutral,0.012,0.279
talk.politics.misc,Topic 9,space earth,0.327,Neutral,0.05,0.538
politics.mideast.israel,Topic 13,let put,0.391,Negative,-0.115,0.447
sport.hockey.general,Topic 5,bos van,0.651,Positive,0.242,0.223
sci.crypt,Topic 10,key government,0.424,Neutral,0.006,0.487
comp.os.ms-windows.misc,Topic 12,computer system,0.307,Positive,0.173,0.504
misc.forsale,Topic 11,sale new,0.416,Positive,0.381,0.664
comp.sys.mac.hardware,Topic 11,sale new,0.269,Neutral,0.0,0.1
comp.graphics.software,Topic 16,file image,0.475,Positive,0.307,0.5
comp.hardware.cpu,Topic 12,computer system,0.228,Positive,0.089,0.369
rec.sport.baseball,Topic 13,let put,0.382,Positive,0.147,0.449
comp.sys.mac.hardware,Topic 12,computer system,0.289,Positive,0.052,0.449
comp.windows.x,Topic 13,let put,0.375,Positive,0.052,0.431
sci.electronics.devices,Topic 23,power battery,0.234,Positive,0.15,0.369
politics.mideast.israel,Topic 17,evidence claim,0.278,Positive,0.153,0.656
comp.sys.mac.hardware,Topic 11,sale new,0.211,Positive,0.169,0.471
comp.windows.x,Topic 16,file image,0.335,Neutral,0.028,0.296
rec.autos.buying,Topic 26,football player vs. football team,0.243,Neutral,0.003,0.663
religion.christian.bible,Topic 14,god christian,0.555,Positive,0.065,0.41
sport.hockey.nhl,Topic 13,let put,0.378,Positive,0.167,0.178
sport.hockey.nhl,Topic 26,football player vs. football team,0.27,Neutral,0.0,0.1
comp.graphics.software,Topic 16,file image,0.249,Positive,0.223,0.456
rec.autos.buying,Topic 13,let put,0.226,Positive,0.226,0.414
misc.forsale,Topic 11,sale new,0.229,Positive,0.208,0.487
comp.sys.mac.hardware,Topic 16,file image,0.423,Neutral,0.0,0.0
politics.guns.control,Topic 4,state law gun,0.155,Positive,0.072,0.519
sci.crypt,Topic 10,key government,0.513,Positive,0.095,0.514
comp.os.ms-windows.misc,Topic 12,computer system,0.492,Negative,-0.054,0.375
sport.hockey.general,Topic 26,football player vs. football team,0.31,Positive,0.207,0.442
sci.crypt,Topic 30,president of the united states,0.309,Neutral,0.0,0.0
politics.mideast.israel,Topic 13,let put,0.507,Neutral,-0.046,0.531
religion.christian.church,Topic 14,god christian,0.298,Positive,0.158,0.485
sci.space.nasa,Topic 9,space earth,0.348,Neutral,0.0,0.0
talk.politics.misc,Topic 30,president of the united states,0.308,Neutral,-0.002,0.551
sci.crypt,Topic 17,evidence claim,0.274,Positive,0.2,0.2
rec.motorcycles,Topic 13,let put,0.242,Positive,0.077,0.42
comp.os.ms-windows.misc,Topic 12,computer system,0.247,Neutral,0.0,0.125
politics.guns.rights,Topic 4,state law gun,0.325,Negative,-0.085,0.41
rec.autos.buying,Topic 17,evidence claim,0.309,Positive,0.257,0.67
sci.med.disease,Topic 17,evidence claim,0.307,Neutral,0.0,0.0
comp.graphics.software,Topic 16,file image,0.214,Positive,0.233,0.451
sport.hockey.nhl,Topic 4,state law gun,0.309,Negative,-0.2,0.2
comp.os.ms-windows.misc,Topic 12,computer system,0.414,Positive,0.131,0.498
sci.med.treatment,Topic 28,patient drug,0.384,Positive,0.282,0.505
sci.space.nasa,Topic 13,let put,0.677,Positive,0.067,0.361
talk.politics.misc,Topic 13,let put,0.432,Neutral,-0.011,0.512
rec.sport.baseball,Topic 26,football player vs. football team,0.303,Neutral,0.029,0.322
sport.hockey.nhl,Topic 26,football player vs. football team,0.4,Neutral,-0.04,0.446
comp.hardware.drives,Topic 11,sale new,0.405,Positive,1.0,0.3
comp.sys.mac.hardware,Topic 12,computer system,0.368,Positive,0.35,0.55
sci.med.disease,Topic 28,patient drug,0.387,Positive,0.125,0.438
comp.graphics.software,Topic 16,file image,0.43,Positive,0.138,0.212
sci.med.disease,Topic 13,let put,0.298,Negative,-0.4,0.6
comp.windows.x,Topic 12,computer system,0.444,Neutral,-0.049,0.381
talk.politics.misc,Topic 30,president of the united states,0.312,Positive,0.152,0.397
rec.autos.buying,Topic 6,bit point,0.137,Positive,0.225,0.525
comp.graphics.software,Topic 16,file image,0.276,Neutral,0.0,0.2
sci.med.disease,Topic 9,space earth,0.281,Negative,-0.068,0.36
sci.crypt,Topic 13,let put,0.294,Positive,0.31,0.69
sci.med.treatment,Topic 28,patient drug,0.295,Positive,0.063,0.496
religion.christian.bible,Topic 8,wiki wiki,0.271,Positive,0.12,0.362
comp.os.ms-windows.misc,Topic 12,computer system,0.357,Positive,0.062,0.35
politics.guns.rights,Topic 17,evidence claim,0.346,Positive,0.19,0.382
sci.electronics.devices,Topic 13,let put,0.256,Neutral,0.002,0.592
religion.christian.bible,Topic 13,let put,0.373,Positive,0.417,0.608
sci.crypt,Topic 13,let put,0.408,Neutral,0.038,0.562
talk.religion.misc,Topic 17,evidence claim,0.324,Neutral,-0.038,0.399
comp.hardware.cpu,Topic 19,client server,0.186,Neutral,0.0,0.0
talk.politics.misc,Topic 13,let put,0.4,Negative,-0.07,0.494
religion.christian.bible,Topic 14,god christian,0.369,Positive,0.08,0.395
comp.sys.mac.hardware,Topic 11,sale new,0.281,Positive,0.2,0.5
sci.crypt,Topic 10,key government,0.265,Positive,0.191,0.544
rec.motorcycles,Topic 13,let put,0.419,Positive,0.093,0.602
religion.christian.church,Topic 14,god christian,0.464,Neutral,-0.04,0.486
alt.atheism,Topic 13,let put,0.445,Positive,0.07,0.439
comp.sys.mac.hardware,Topic 13,let put,0.264,Neutral,0.0,0.0
comp.windows.x,Topic 16,file image,0.489,Positive,0.135,0.429
sci.crypt,Topic 10,key government,0.326,Positive,0.143,0.538
sci.crypt,Topic 13,let put,0.289,Positive,0.1,0.163
comp.windows.x,Topic 17,evidence claim,0.23,Neutral,0.0,0.6
sport.hockey.general,Topic 13,let put,0.247,Positive,0.19,0.499
talk.politics.misc,Topic 8,wiki wiki,0.269,Positive,0.367,0.693
misc.forsale,Topic 11,sale new,0.405,Positive,0.116,0.544
talk.religion.misc,Topic 13,let put,0.442,Negative,-0.067,0.244
religion.christian.church,Topic 14,god christian,0.322,Neutral,0.047,0.42
rec.autos.buying,Topic 11,sale new,0.426,Neutral,0.0,0.3
comp.os.ms-windows.misc,Topic 12,computer system,0.312,Positive,0.425,0.419
misc.forsale,Topic 6,bit point,0.388,Positive,0.164,0.434
politics.mideast.israel,Topic 17,evidence claim,0.456,Positive,0.098,0.283
rec.autos.repair,Topic 13,let put,0.522,Negative,-0.077,0.851
sci.med.disease,Topic 13,let put,0.368,Positive,0.2,0.15
sci.electronics.circuit,Topic 11,sale new,0.287,Negative,-0.075,0.4
alt.atheism,Topic 14,god christian,0.317,Positive,0.45,0.7
rec.autos.buying,Topic 13,let put,0.258,Negative,-0.1,0.55
rec.sport.baseball,Topic 26,football player vs. football team,0.281,Positive,0.116,0.458
religion.christian.bible,Topic 14,god christian,0.416,Neutral,0.038,0.47
comp.sys.mac.hardware,Topic 12,computer system,0.427,Neutral,0.004,0.482
alt.atheism,Topic 17,evidence claim,0.449,Neutral,-0.047,0.496
comp.sys.mac.hardware,Topic 11,sale new,0.311,Positive,0.168,0.532
alt.atheism,Topic 13,let put,0.298,Positive,0.062,0.396
talk.politics.misc,Topic 17,evidence claim,0.306,Positive,0.169,0.436
talk.politics.misc,Topic 13,let put,0.502,Positive,0.077,0.394
politics.guns.control,Topic 13,let put,0.39,Neutral,-0.046,0.488
sci.med.disease,Topic 13,let put,0.334,Neutral,-0.041,0.508
sci.med.disease,Topic 13,let put,0.435,Neutral,0.018,0.457
religion.christian.church,Topic 13,let put,0.196,Positive,0.189,0.474
comp.os.ms-windows.misc,Topic 22,window set color,0.576,Positive,0.162,0.461
comp.sys.mac.hardware,Topic 12,computer system,0.286,Positive,0.136,0.213
rec.motorcycles,Topic 13,let put,0.422,Neutral,0.0,0.0
comp.windows.x,Topic 16,file image,0.502,Positive,0.287,0.475
misc.forsale,Topic 13,let put,0.425,Positive,0.281,0.492
alt.atheism,Topic 28,patient drug,0.408,Positive,0.35,0.65
politics.mideast.israel,Topic 17,evidence claim,0.575,Positive,0.055,0.414
comp.windows.x,Topic 16,file image,0.463,Neutral,0.046,0.412
rec.sport.baseball,Topic 26,football player vs. football team,0.363,Positive,0.433,0.433
comp.os.ms-windows.misc,Topic 12,computer system,0.355,Positive,0.138,0.678
politics.mideast.israel,Topic 30,president of the united states,0.281,Positive,0.129,0.552
misc.forsale,Topic 24,mike and john,0.222,Positive,0.25,0.333
comp.hardware.cpu,Topic 12,computer system,0.499,Neutral,0.048,0.298
religion.christian.bible,Topic 13,let put,0.369,Positive,0.36,0.39
rec.autos.buying,Topic 13,let put,0.289,Positive,0.525,0.625
rec.autos.buying,Topic 20,mile a car,0.356,Neutral,0.017,0.467
comp.os.ms-windows.misc,Topic 16,file image,0.508,Negative,-0.081,0.543
sci.space.nasa,Topic 13,let put,0.244,Positive,0.221,0.842
religion.christian.bible,Topic 14,god christian,0.382,Positive,0.5,0.5
comp.sys.mac.hardware,Topic 12,computer system,0.507,Positive,0.267,0.421
sci.crypt,Topic 10,key government,0.297,Positive,0.253,0.626
sci.electronics.circuit,Topic 6,bit point,0.276,Positive,0.207,0.443
comp.sys.mac.hardware,Topic 11,sale new,0.292,Positive,0.15,0.603
politics.guns.control,Topic 17,evidence claim,0.205,Neutral,-0.03,0.501
talk.politics.misc,Topic 13,let put,0.386,Neutral,0.005,0.316
rec.autos.buying,Topic 4,state law gun,0.227,Positive,0.362,0.475
comp.graphics.software,Topic 16,file image,0.468,Negative,-0.125,0.375
sport.hockey.general,Topic 13,let put,0.371,Negative,-0.143,0.322
comp.windows.x,Topic 19,client server,0.275,Neutral,0.01,0.452
sci.med.disease,Topic 17,evidence claim,0.339,Positive,0.071,0.457
comp.hardware.cpu,Topic 12,computer system,0.381,Neutral,0.0,0.381
misc.forsale,Topic 11,sale new,0.396,Positive,0.375,0.75
politics.guns.control,Topic 17,evidence claim,0.266,Neutral,0.0,0.85
sci.crypt,Topic 4,state law gun,0.423,Positive,0.2,0.2
comp.os.ms-windows.misc,Topic 11,sale new,0.304,Neutral,0.0,0.1
sci.electronics.circuit,Topic 6,bit point,0.18,Neutral,0.0,0.0
sci.crypt,Topic 13,let put,0.496,Negative,-0.163,0.388
rec.autos.buying,Topic 20,mile a car,0.325,Positive,0.1,0.332
comp.windows.x,Topic 16,file image,0.42,Positive,0.15,0.433
talk.politics.misc,Topic 13,let put,0.288,Positive,0.129,0.474
sport.hockey.nhl,Topic 13,let put,0.377,Neutral,0.0,0.0
comp.sys.mac.hardware,Topic 11,sale new,0.328,Positive,0.165,0.58
comp.hardware.drives,Topic 13,let put,0.287,Positive,0.167,0.333
sci.electronics.circuit,Topic 16,file image,0.277,Negative,-0.111,0.461
sci.space.nasa,Topic 13,let put,0.314,Positive,0.136,0.466
rec.motorcycles,Topic 28,patient drug,0.206,Positive,0.35,0.5
comp.windows.x,Topic 16,file image,0.582,Neutral,0.047,0.247
sci.space.astronomy,Topic 9,space earth,0.288,Neutral,0.048,0.4
comp.hardware.drives,Topic 12,computer system,0.254,Positive,0.145,0.285
talk.politics.misc,Topic 7,israel jew,0.352,Neutral,0.0,0.0
sci.med.disease,Topic 16,file image,0.304,Neutral,0.0,0.0
talk.religion.misc,Topic 14,god christian,0.438,Positive,0.094,0.618
sci.med.treatment,Topic 28,patient drug,0.426,Positive,0.219,0.446
rec.autos.buying,Topic 13,let put,0.324,Neutral,-0.017,0.217
sci.space.nasa,Topic 9,space earth,0.611,Positive,0.069,0.445
comp.sys.mac.hardware,Topic 12,computer system,0.329,Positive,0.133,0.208
misc.forsale,Topic 23,power battery,0.263,Positive,0.298,0.509
alt.atheism,Topic 13,let put,0.409,Neutral,0.0,0.75
comp.hardware.cpu,Topic 11,sale new,0.474,Positive,0.119,0.269
comp.os.ms-windows.misc,Topic 12,computer system,0.389,Neutral,0.0,0.542
comp.hardware.cpu,Topic 12,computer system,0.528,Positive,0.25,0.2
comp.windows.x,Topic 22,window set color,0.411,Negative,-0.075,0.394
comp.sys.mac.hardware,Topic 11,sale new,0.258,Positive,0.237,0.325
sci.med.treatment,Topic 8,wiki wiki,0.188,Neutral,0.017,0.283
politics.mideast.israel,Topic 30,president of the united states,0.2,Neutral,0.036,0.31
politics.guns.control,Topic 13,let put,0.567,Positive,0.182,0.804
comp.sys.mac.hardware,Topic 12,computer system,0.486,Positive,0.207,0.37
talk.religion.misc,Topic 7,israel jew,0.252,Neutral,0.0,0.067
sci.space.astronomy,Topic 9,space earth,0.475,Positive,0.267,0.557
talk.religion.misc,Topic 13,let put,0.414,Negative,-0.35,0.85
sci.crypt,Topic 10,key government,0.49,Negative,-0.146,0.271
sci.space.nasa,Topic 9,space earth,0.336,Negative,-0.208,0.067
sci.crypt,Topic 16,file image,0.247,Positive,0.333,0.689
sci.electronics.circuit,Topic 6,bit point,0.37,Neutral,0.013,0.545
sci.crypt,Topic 9,space earth,0.327,Positive,0.112,0.601
comp.sys.mac.hardware,Topic 12,computer system,0.276,Neutral,0.043,0.465
rec.autos.buying,Topic 26,football player vs. football team,0.232,Positive,0.167,0.483
talk.religion.misc,Topic 13,let put,0.219,Neutral,0.0,0.0
politics.mideast.israel,Topic 13,let put,0.305,Positive,0.093,0.409
comp.graphics.software,Topic 16,file image,0.254,Positive,0.13,0.438
comp.hardware.cpu,Topic 13,let put,0.21,Positive,0.093,0.636
religion.christian.church,Topic 14,god christian,0.729,Positive,0.26,0.682
sci.space.nasa,Topic 13,let put,0.409,Positive,0.246,0.809
politics.guns.control,Topic 30,president of the united states,0.584,Neutral,0.0,0.0
sci.electronics.devices,Topic 13,let put,0.254,Positive,0.13,0.446
religion.christian.bible,Topic 14,god christian,0.266,Positive,0.136,0.594
sci.electronics.circuit,Topic 16,file image,0.317,Positive,0.212,0.667
rec.motorcycles,Topic 13,let put,0.296,Positive,0.132,0.471
sci.med.treatment,Topic 28,patient drug,0.212,Positive,0.085,0.398
rec.autos.repair,Topic 13,let put,0.289,Negative,-0.42,0.525
talk.religion.misc,Topic 30,president of the united states,0.38,Negative,-0.062,0.513
sci.crypt,Topic 10,key government,0.314,Neutral,-0.022,0.537
comp.graphics.software,Topic 16,file image,0.573,Positive,0.225,0.462
alt.atheism,Topic 13,let put,0.413,Negative,-0.09,0.427
comp.os.ms-windows.misc,Topic 12,computer system,0.477,Positive,0.333,0.367
comp.graphics.software,Topic 17,evidence claim,0.236,Positive,0.284,0.625
comp.os.ms-windows.misc,Topic 13,let put,0.286,Positive,0.75,1.0
religion.christian.bible,Topic 14,god christian,0.367,Positive,0.082,0.51
politics.guns.control,Topic 13,let put,0.28,Positive,0.061,0.578
religion.christian.church,Topic 14,god christian,0.292,Positive,0.366,0.662
politics.guns.control,Topic 23,power battery,0.242,Positive,0.125,0.375
sci.electronics.circuit,Topic 29,subject newsgroups,0.359,Negative,-0.167,0.333
talk.religion.misc,Topic 17,evidence claim,0.295,Positive,0.14,0.401
talk.religion.misc,Topic 14,god christian,0.494,Positive,0.073,0.464
rec.autos.buying,Topic 21,clock part,0.2,Neutral,0.0,0.0
comp.graphics.software,Topic 16,file image,0.463,Positive,0.2,0.2
rec.autos.buying,Topic 13,let put,0.407,Negative,-0.15,0.375
misc.forsale,Topic 11,sale new,0.658,Positive,0.259,0.589
religion.christian.bible,Topic 14,god christian,0.485,Positive,0.194,0.57
religion.christian.bible,Topic 14,god christian,0.6,Positive,0.085,0.373
comp.hardware.drives,Topic 11,sale new,0.297,Positive,0.353,0.657
politics.mideast.israel,Topic 13,let put,0.337,Neutral,0.0,0.25
religion.christian.bible,Topic 13,let put,0.439,Positive,0.25,0.5
sport.hockey.nhl,Topic 26,football player vs. football team,0.449,Positive,0.5,0.426
sport.hockey.nhl,Topic 13,let put,0.271,Positive,0.138,0.633
politics.guns.rights,Topic 17,evidence claim,0.433,Positive,0.062,0.393
sci.space.nasa,Topic 17,evidence claim,0.186,Negative,-0.085,0.318
sci.crypt,Topic 11,sale new,0.243,Neutral,0.0,0.5
sport.hockey.nhl,Topic 26,football player vs. football team,0.381,Positive,0.145,0.211
comp.hardware.cpu,Topic 12,computer system,0.337,Neutral,-0.05,0.511
misc.forsale,Topic 11,sale new,0.285,Negative,-0.121,0.663
sci.crypt,Topic 13,let put,0.204,Positive,0.123,0.698
comp.hardware.drives,Topic 12,computer system,0.464,Negative,-0.269,0.505
politics.mideast.israel,Topic 13,let put,0.392,Negative,-0.23,0.58
sci.electronics.circuit,Topic 13,let put,0.283,Positive,0.388,0.81
comp.windows.x,Topic 16,file image,0.374,Neutral,0.047,0.565
alt.atheism,Topic 30,president of the united states,0.27,Neutral,-0.014,0.289
comp.hardware.cpu,Topic 11,sale new,0.595,Positive,0.2,0.2
politics.guns.control,Topic 13,let put,0.6,Neutral,0.016,0.394
religion.christian.church,Topic 14,god christian,0.319,Positive,0.064,0.344
sci.crypt,Topic 10,key government,0.355,Positive,0.064,0.525
rec.autos.buying,Topic 20,mile a car,0.24,Negative,-0.17,0.53
rec.sport.baseball,Topic 26,football player vs. football team,0.22,Positive,0.199,0.632
politics.mideast.arab,Topic 7,israel jew,0.55,Positive,0.096,0.562
rec.motorcycles,Topic 13,let put,0.241,Positive,0.322,0.574
sci.space.nasa,Topic 30,president of the united states,0.494,Positive,0.2,0.2
religion.christian.bible,Topic 14,god christian,0.332,Positive,0.099,0.459
comp.hardware.drives,Topic 12,computer system,0.652,Neutral,-0.026,0.52
politics.guns.rights,Topic 13,let put,0.298,Positive,0.058,0.384
religion.christian.bible,Topic 14,god christian,0.36,Neutral,0.05,0.65
misc.forsale,Topic 11,sale new,0.635,Positive,0.164,0.574
comp.hardware.cpu,Topic 16,file image,0.614,Positive,0.228,0.476
comp.sys.mac.hardware,Topic 19,client server,0.299,Positive,0.109,0.406
sport.hockey.general,Topic 5,bos van,0.285,Neutral,-0.009,0.426
sci.crypt,Topic 10,key government,0.325,Positive,0.092,0.399
alt.atheism,Topic 17,evidence claim,0.649,Positive,0.55,0.75
comp.os.ms-windows.misc,Topic 13,let put,0.307,Neutral,0.0,1.0
alt.atheism,Topic 13,let put,0.235,Positive,0.075,0.325
rec.motorcycles,Topic 13,let put,0.433,Positive,0.067,0.297
misc.forsale,Topic 11,sale new,0.307,Positive,0.386,0.424
sci.crypt,Topic 10,key government,0.375,Neutral,0.007,0.561
rec.sport.baseball,Topic 26,football player vs. football team,0.38,Positive,0.25,0.25
sci.med.disease,Topic 8,wiki wiki,0.372,Positive,0.161,0.439
sci.electronics.circuit,Topic 23,power battery,0.412,Neutral,-0.025,0.525
misc.forsale,Topic 2,taken home home,0.276,Neutral,0.01,0.273
politics.mideast.arab,Topic 30,president of the united states,0.447,Positive,0.052,0.34
sport.hockey.nhl,Topic 13,let put,0.326,Positive,0.126,0.54
comp.hardware.drives,Topic 12,computer system,0.504,Neutral,0.036,0.265
politics.mideast.arab,Topic 7,israel jew,0.22,Positive,0.113,0.367
sport.hockey.nhl,Topic 26,football player vs. football team,0.283,Positive,0.199,0.671
comp.hardware.drives,Topic 12,computer system,0.388,Neutral,-0.047,0.482
comp.graphics.software,Topic 16,file image,0.54,Positive,0.069,0.239
comp.windows.x,Topic 22,window set color,0.218,Neutral,0.032,0.428
talk.politics.misc,Topic 30,president of the united states,0.358,Negative,-0.15,0.771
talk.religion.misc,Topic 14,god christian,0.417,Positive,0.101,0.715
rec.motorcycles,Topic 13,let put,0.491,Negative,-0.306,0.611
talk.religion.misc,Topic 14,god christian,0.272,Positive,0.164,0.398
alt.atheism,Topic 17,evidence claim,0.526,Positive,0.157,0.531
rec.motorcycles,Topic 13,let put,0.33,Neutral,-0.007,0.496
rec.sport.baseball,Topic 13,let put,0.349,Negative,-0.067,0.514
comp.sys.mac.hardware,Topic 23,power battery,0.247,Positive,0.101,0.332
comp.windows.x,Topic 22,window set color,0.289,Positive,0.146,0.515
sport.hockey.nhl,Topic 26,football player vs. football team,0.242,Positive,0.155,0.629
rec.motorcycles,Topic 13,let put,0.322,Positive,0.227,0.618
sport.hockey.nhl,Topic 26,football player vs. football team,0.379,Positive,0.094,0.449
rec.motorcycles,Topic 4,state law gun,0.517,Neutral,-0.025,0.071
politics.guns.rights,Topic 13,let put,0.337,Negative,-0.105,0.544
sci.space.nasa,Topic 13,let put,0.38,Positive,0.3,0.7
politics.guns.control,Topic 13,let put,0.313,Positive,0.062,0.446
misc.forsale,Topic 11,sale new,0.516,Positive,0.2,0.2
politics.mideast.israel,Topic 17,evidence claim,0.39,Neutral,0.02,0.282
talk.religion.misc,Topic 14,god christian,0.395,Positive,0.08,0.42
misc.forsale,Topic 11,sale new,0.421,Positive,0.129,0.318
politics.mideast.arab,Topic 2,taken home home,0.262,Positive,0.069,0.4
sci.space.nasa,Topic 9,space earth,0.278,Positive,0.06,0.416
sci.med.disease,Topic 13,let put,0.305,Positive,0.311,0.404
talk.politics.misc,Topic 17,evidence claim,0.302,Positive,0.151,0.484
sport.hockey.nhl,Topic 26,football player vs. football team,0.288,Neutral,0.0,0.0
rec.motorcycles,Topic 13,let put,0.252,Neutral,-0.012,0.45
rec.sport.baseball,Topic 13,let put,0.363,Positive,0.121,0.551
rec.motorcycles,Topic 13,let put,0.611,Neutral,-0.046,0.625
sci.crypt,Topic 10,key government,0.365,Positive,0.263,0.75
rec.autos.repair,Topic 13,let put,0.285,Positive,0.064,0.481
talk.politics.misc,Topic 4,state law gun,0.218,Neutral,0.0,0.0
comp.windows.x,Topic 16,file image,0.348,Neutral,-0.027,0.539
talk.religion.misc,Topic 8,wiki wiki,0.312,Positive,0.146,0.474
comp.hardware.cpu,Topic 12,computer system,0.327,Positive,0.103,0.307
politics.guns.rights,Topic 13,let put,0.544,Positive,0.195,0.565
sport.hockey.nhl,Topic 26,football player vs. football team,0.394,Negative,-0.123,0.617
alt.atheism,Topic 6,bit point,0.186,Positive,0.183,0.545
comp.hardware.drives,Topic 12,computer system,0.546,Positive,0.14,0.476
comp.sys.mac.hardware,Topic 11,sale new,0.183,Positive,0.115,0.435
comp.hardware.drives,Topic 16,file image,0.22,Positive,0.131,0.76
rec.motorcycles,Topic 16,file image,0.316,Positive,0.1,0.4
politics.guns.control,Topic 13,let put,0.323,Negative,-0.4,0.6
sci.crypt,Topic 10,key government,0.318,Positive,0.093,0.741
sci.crypt,Topic 13,let put,0.25,Neutral,0.0,0.05
alt.atheism,Topic 17,evidence claim,0.597,Positive,0.218,0.501
comp.windows.x,Topic 22,window set color,0.372,Positive,0.057,0.327
rec.motorcycles,Topic 13,let put,0.409,Neutral,-0.027,0.436
politics.mideast.israel,Topic 14,god christian,0.242,Positive,0.146,0.638
rec.motorcycles,Topic 13,let put,0.311,Positive,0.065,0.39
comp.os.ms-windows.misc,Topic 8,wiki wiki,0.215,Neutral,0.045,0.193
misc.forsale,Topic 12,computer system,0.457,Positive,0.169,0.613
comp.graphics.software,Topic 16,file image,0.465,Positive,0.092,0.25
misc.forsale,Topic 23,power battery,0.226,Positive,0.279,0.427
sci.crypt,Topic 17,evidence claim,0.255,Positive,0.112,0.51
comp.hardware.drives,Topic 16,file image,0.194,Negative,-0.063,0.383
sci.space.nasa,Topic 30,president of the united states,0.265,Positive,0.143,0.445
alt.atheism,Topic 14,god christian,0.379,Positive,0.977,0.5
comp.sys.mac.hardware,Topic 12,computer system,0.388,Positive,0.188,0.438
sci.crypt,Topic 10,key government,0.41,Positive,0.059,0.452
sci.med.disease,Topic 9,space earth,0.222,Neutral,0.049,0.565
sport.hockey.nhl,Topic 5,bos van,0.266,Positive,0.135,0.608
comp.sys.mac.hardware,Topic 11,sale new,0.337,Neutral,0.001,0.558
sci.space.nasa,Topic 13,let put,0.37,Positive,0.4,0.85
comp.os.ms-windows.misc,Topic 16,file image,0.319,Positive,0.259,0.491
rec.sport.baseball,Topic 17,evidence claim,0.366,Positive,0.086,0.414
talk.religion.misc,Topic 17,evidence claim,0.35,Negative,-0.083,0.217
sport.hockey.general,Topic 5,bos van,0.299,Positive,0.375,0.75
rec.autos.buying,Topic 13,let put,0.243,Neutral,0.045,0.165
rec.motorcycles,Topic 13,let put,0.396,Negative,-0.094,0.3
sci.electronics.circuit,Topic 13,let put,0.478,Positive,0.067,0.65
religion.christian.bible,Topic 14,god christian,0.249,Negative,-0.067,0.633
talk.politics.misc,Topic 13,let put,0.348,Positive,0.221,0.501
sci.med.treatment,Topic 28,patient drug,0.246,Positive,0.06,0.361
sci.electronics.circuit,Topic 13,let put,0.417,Neutral,0.031,0.795
rec.autos.repair,Topic 13,let put,0.202,Neutral,0.0,0.65
politics.mideast.arab,Topic 7,israel jew,0.371,Positive,0.087,0.354
politics.mideast.israel,Topic 13,let put,0.302,Neutral,-0.029,0.436
comp.sys.mac.hardware,Topic 12,computer system,0.319,Neutral,0.024,0.464
rec.autos.repair,Topic 6,bit point,0.275,Positive,0.141,0.501
sci.med.disease,Topic 13,let put,0.588,Negative,-0.4,0.6
misc.forsale,Topic 11,sale new,0.204,Positive,0.175,0.425
comp.graphics.software,Topic 11,sale new,0.308,Positive,0.092,0.448
sci.electronics.circuit,Topic 13,let put,0.183,Positive,0.101,0.515
rec.sport.baseball,Topic 13,let put,0.306,Positive,0.1,0.383
comp.sys.mac.hardware,Topic 11,sale new,0.58,Positive,0.09,0.391
sci.med.treatment,Topic 28,patient drug,0.365,Positive,0.107,0.536
sport.hockey.nhl,Topic 26,football player vs. football team,0.197,Positive,0.071,0.417
sci.med.disease,Topic 13,let put,0.408,Positive,0.21,0.65
comp.sys.mac.hardware,Topic 11,sale new,0.221,Positive,0.209,0.441
sci.med.treatment,Topic 13,let put,0.387,Negative,-0.079,0.567
misc.forsale,Topic 11,sale new,0.285,Positive,0.2,0.3
sci.electronics.devices,Topic 23,power battery,0.487,Neutral,-0.017,0.6
